task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
62	8f/1bc1cb	3600317	DIRBUSTING:GOBUSTER (http://learn.dropbox.com)	FAILED	1	2025-07-17 03:21:41.922	47ms	2ms	-	-	-	-	-
63	39/c84cd0	3600385	DIRBUSTING:GOBUSTER (http://marketing.dropbox.com)	FAILED	1	2025-07-17 03:21:41.989	45ms	2ms	-	-	-	-	-
65	31/d7508f	3600448	DIRBUSTING:GOBUSTER (http://marketing.dropbox.com/enterprise)	FAILED	1	2025-07-17 03:21:42.055	45ms	2ms	-	-	-	-	-
3734	4d/209e41	3600517	DIRBUSTING:GOBUSTER (https://www.dropbox.com/sv_SE/enterprise)	FAILED	1	2025-07-17 03:21:42.122	45ms	3ms	-	-	-	-	-
66	c5/fa590c	3600585	DIRBUSTING:FFUF (http://learn.dropbox.com)	FAILED	1	2025-07-17 03:21:42.190	45ms	2ms	-	-	-	-	-
67	e0/0cf281	3600649	DIRBUSTING:GOBUSTER (http://meme.dropboxer.net)	FAILED	1	2025-07-17 03:21:42.256	44ms	1ms	-	-	-	-	-
70	55/51210d	3600724	DIRBUSTING:FFUF (http://marketing.dropbox.com/enterprise)	FAILED	1	2025-07-17 03:21:42.323	44ms	2ms	-	-	-	-	-
69	fd/e1bd90	3600822	DIRBUSTING:GOBUSTER (http://mobile.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:42.403	63ms	1ms	-	-	-	-	-
72	bb/213441	3600961	DIRBUSTING:FFUF (http://meme.dropboxer.net)	FAILED	1	2025-07-17 03:21:42.526	93ms	54ms	-	-	-	-	-
73	2a/10f573	3601085	DIRBUSTING:FFUF (http://mobile.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:42.650	49ms	2ms	-	-	-	-	-
76	13/acea33	3601167	DIRBUSTING:GOBUSTER (http://sales.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:42.730	57ms	2ms	-	-	-	-	-
88	d0/646222	3601275	DIRBUSTING:GOBUSTER (http://smartling.docsend.com)	FAILED	1	2025-07-17 03:21:42.837	91ms	43ms	-	-	-	-	-
75	a9/1248da	3601401	DIRBUSTING:GOBUSTER (http://recruiting.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:42.968	31ms	2ms	-	-	-	-	-
1661	28/d56c6e	3601451	DIRBUSTING:FFUF (https://ftp.showcase.dropbox.com)	FAILED	1	2025-07-17 03:21:43.016	31ms	2ms	-	-	-	-	-
3231	15/1fdd64	3601498	DIRBUSTING:FFUF (https://showcases.dropbox.com)	FAILED	1	2025-07-17 03:21:43.061	30ms	2ms	-	-	-	-	-
74	9d/eb395e	3601557	DIRBUSTING:FFUF (http://office.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.112	41ms	2ms	-	-	-	-	-
3590	d0/e71b3c	3601618	DIRBUSTING:GOBUSTER (https://www.dropbox.com/log/telemetry)	FAILED	1	2025-07-17 03:21:43.173	45ms	1ms	-	-	-	-	-
71	72/2fa179	3601686	DIRBUSTING:GOBUSTER (http://office.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.240	45ms	2ms	-	-	-	-	-
79	4d/6d193f	3601755	DIRBUSTING:FFUF (http://sales.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.307	45ms	2ms	-	-	-	-	-
77	e1/02d06d	3601827	DIRBUSTING:FFUF (http://recruiting.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.382	36ms	2ms	-	-	-	-	-
2245	66/6bf3f0	3601886	DIRBUSTING:GOBUSTER (https://help.reclaim.ai/en/articles/6493804-why-are-my-smart-meetings-not-scheduling)	FAILED	1	2025-07-17 03:21:43.441	44ms	2ms	-	-	-	-	-
80	1a/7bf893	3601949	DIRBUSTING:FFUF (http://server.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.508	44ms	1ms	-	-	-	-	-
78	73/3670e0	3602017	DIRBUSTING:GOBUSTER (http://server.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.574	46ms	2ms	-	-	-	-	-
82	fe/09cc4f	3602111	DIRBUSTING:GOBUSTER (http://sev-dev.dropboxer.net)	FAILED	1	2025-07-17 03:21:43.642	43ms	1ms	-	-	-	-	-
81	43/120f4d	3602181	DIRBUSTING:FFUF (http://sev-dev.dropboxer.net)	FAILED	1	2025-07-17 03:21:43.708	36ms	2ms	-	-	-	-	-
2459	0b/f882fb	3602242	DIRBUSTING:FFUF (https://help.reclaim.ai/en/articles/9448976-request-a-paid-subscription-purchase-from-your-company)	FAILED	1	2025-07-17 03:21:43.767	44ms	2ms	-	-	-	-	-
84	54/d35613	3602310	DIRBUSTING:GOBUSTER (http://sign.dropbox.com)	FAILED	1	2025-07-17 03:21:43.833	44ms	1ms	-	-	-	-	-
86	89/4fdafb	3602376	DIRBUSTING:GOBUSTER (http://sign.dropbox.com/)	FAILED	1	2025-07-17 03:21:43.900	44ms	1ms	-	-	-	-	-
87	8d/d559b4	3602447	DIRBUSTING:GOBUSTER (http://sites.corp.dropbox.com)	FAILED	1	2025-07-17 03:21:43.967	44ms	2ms	-	-	-	-	-
